,n0_r0,n0_r1,n0_r2,n1_r0,n1_r1,n1_r2,n2_r0,n2_r1,n2_r2,n3_r0,n3_r1,n3_r2,n4_r0,n4_r1,n4_r2,n5_r0,n5_r1,n5_r2,n6_r0,n6_r1,n6_r2,n7_r0,n7_r1,n7_r2,n8_r0,n8_r1,n8_r2,n9_r0,n9_r1,n9_r2,na_r0,na_r1,na_r2,nb_r0,nb_r1,nb_r2,met,timestamp
90725,224.98358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.091232,0.0,0.0,41.19094,0.0,0.0,40.16295,0.0,0.0,0.0,229.67708,352.04355,40.764805,0.0,349.8055,39.493492,169.34018,0.0,0.0,268.37048,0.0,0.0,0.0,0.0,38.58259,170.42438,0.0,40.07933,573604584.2089281,2019-03-06 22:36:19.208928
90726,224.96057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.083138,0.0,0.0,41.235012,0.0,0.0,40.187576,0.0,0.0,0.0,229.92345,352.57016,40.86173,0.0,350.2244,39.562855,169.35353,0.0,0.0,268.62195,0.0,0.0,0.0,0.0,38.645294,170.41292,0.0,40.141342,573604588.304992,2019-03-06 22:36:23.304992
90727,224.80452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.04827,0.0,0.0,41.279823,0.0,0.0,40.205265,0.0,0.0,0.0,230.1244,352.9722,40.97894,0.0,350.49203,39.64298,169.31255,0.0,0.0,268.79776,0.0,0.0,0.0,0.0,38.718445,170.29173,0.0,40.200096,573604592.401056,2019-03-06 22:36:27.401056
90728,224.77454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.044495,0.0,0.0,41.307983,0.0,0.0,40.230743,0.0,0.0,0.0,230.29573,353.46738,41.06309,0.0,350.90012,39.706585,169.29617,0.0,0.0,269.01926,0.0,0.0,0.0,0.0,38.776295,170.24524,0.0,40.27166,573604596.4971201,2019-03-06 22:36:31.497120
90729,224.69829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0542,0.0,0.0,41.358547,0.0,0.0,40.272,0.0,0.0,0.0,230.46098,353.89917,41.16063,0.0,351.2365,39.78074,169.26735,0.0,0.0,269.183,0.0,0.0,0.0,0.0,38.84671,170.18478,0.0,40.347786,573604600.593183,2019-03-06 22:36:35.593183
90730,224.64769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.075768,0.0,0.0,41.41698,0.0,0.0,40.32301,0.0,0.0,0.0,230.6342,354.40063,41.2617,0.0,351.6413,39.862206,169.2353,0.0,0.0,269.38647,0.0,0.0,0.0,0.0,38.923843,170.12967,0.0,40.435028,573604604.6892459,2019-03-06 22:36:39.689246
90731,224.61449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.099983,0.0,0.0,41.459846,0.0,0.0,40.36785,0.0,0.0,0.0,230.76724,354.90054,41.344204,0.0,352.06497,39.93252,169.20692,0.0,0.0,269.57993,0.0,0.0,0.0,0.0,38.990562,170.08304,0.0,40.522423,573604608.78531,2019-03-06 22:36:43.785310
90732,224.67352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.133453,0.0,0.0,41.507378,0.0,0.0,40.420444,0.0,0.0,0.0,230.9669,355.51645,41.430992,0.0,352.6096,40.005836,169.22102,0.0,0.0,269.85886,0.0,0.0,0.0,0.0,39.058098,170.10217,0.0,40.6148,573604612.8813741,2019-03-06 22:36:47.881374
90733,224.63177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.156483,0.0,0.0,41.55916,0.0,0.0,40.468567,0.0,0.0,0.0,231.12817,355.9757,41.522644,0.0,352.98947,40.07803,169.22023,0.0,0.0,270.0267,0.0,0.0,0.0,0.0,39.12715,170.07193,0.0,40.696526,573604616.9774461,2019-03-06 22:36:51.977446
90734,224.6041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.17508,0.0,0.0,41.60028,0.0,0.0,40.50904,0.0,0.0,0.0,231.2582,356.47488,41.59867,0.0,353.4064,40.144405,169.18181,0.0,0.0,270.24478,0.0,0.0,0.0,0.0,39.18811,170.00345,0.0,40.777973,573604621.073518,2019-03-06 22:36:56.073518
90735,224.59772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.19435,0.0,0.0,41.648357,0.0,0.0,40.55407,0.0,0.0,0.0,231.44362,356.98062,41.685562,0.0,353.8305,40.212738,169.18654,0.0,0.0,270.46164,0.0,0.0,0.0,0.0,39.251217,169.98302,0.0,40.85697,573604625.1695821,2019-03-06 22:37:00.169582
90736,224.70628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.23508,0.0,0.0,41.689377,0.0,0.0,40.609013,0.0,0.0,0.0,231.6586,357.66678,41.76595,0.0,354.46402,40.281857,169.2467,0.0,0.0,270.7595,0.0,0.0,0.0,0.0,39.31387,170.05426,0.0,40.95552,573604629.265646,2019-03-06 22:37:04.265646
90737,224.70644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.26245,0.0,0.0,41.728283,0.0,0.0,40.65532,0.0,0.0,0.0,231.80493,358.21622,41.844048,0.0,354.94833,40.349384,169.25249,0.0,0.0,270.97113,0.0,0.0,0.0,0.0,39.376022,170.03763,0.0,41.045525,573604633.361709,2019-03-06 22:37:08.361709
90738,224.69981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.28813,0.0,0.0,41.78864,0.0,0.0,40.71098,0.0,0.0,0.0,232.00764,358.80472,41.946438,0.0,355.44272,40.43253,169.24985,0.0,0.0,271.22104,0.0,0.0,0.0,0.0,39.45281,170.00742,0.0,41.13894,573604637.457772,2019-03-06 22:37:12.457772
